wav_fn	orig_transcript	new_transcript	orig_masked_span	new_masked_span	type
show_2CN1XNYxo4NFClfUajCtSM-1PrlYFjZzosbVg4BvKzbLJ.wav	and and you know that she has been around for a few decades now longer and it has such a story that it it it was established in basketball.	and and you know that she has been around for as long as many young people today have been watching and it has such a story that it it it was established in basketball.	10,14	10,19	substitution
show_2t94ceh3K4qorKbKXJw7NV-5r2eumfkrw5Ym2WYexqEpK.wav	Hello and welcome to the first of hopefully many you cannot ingest podcast.	Hello and welcome to the second of hopefully many you cannot ingest podcast.	5	5	substitution
show_2c3EDnMjSm9bAr1fQgLmMg-0jzn6k4JPy4s3XOiQZFFF8.wav	They sit down that these plot points need to happen because they have a whole Board of index cards full of notes that need to happen in the story.	They sit down that these plot points need to happen because they have a whole Board of like fifty index cards full of notes that need to happen in the story.	16,17	17,18	insertion
show_2cQVtitXsGYcp9kIYBi9VJ-7wZR6aZIx7PTYFcShbre2k.wav	Community so I didn't ever feel that openness until I moved back and I wasn't in that realm anymore.	Community so I didn't ever feel that openness until I moved across the country and I wasn't in that realm anymore.	11	11,13	substitution
show_1C49KB0vYZsFe9eoFAr2Cq-6ZkOgQuv6e4y74xhDNKc4Y.wav	If you ask me what you are I would have Alex Caruso as the starting point guard for the Lakers.	If you ask me what you are I would have Alex Caruso out on the court playing as the starting point guard for the Lakers.	11,12	12,16	insertion
show_2CMZqwsTyimKMEGMIdOFCz-2xWHgQryE2ruRadxVVbdbD.wav	Really going to talk about why us and why now for this podcast.	Really going to talk about who we are why we're here and why now for this podcast.	5,6	5,10	substitution
show_2t5PIVQePC6L3CFRpAUnaf-0f0tl83ucovdSpJHoftEU5.wav	No words just lightning breaking darkness and crashing into the Earth with brilliant presence.	No words just lightning breaking darkness and crashing into the surface of the Earth with brilliant presence.	9,10	10,12	insertion
show_2cGQMNoS6MuKFozuNYjCOQ-6qmAgAKLoYpSknCgQ0y6ET.wav	For making the title though because I need to get my numbers way up before I get there, but I'm gonna get there title of Iceland is definitely going to sign me and um, yeah.	For making the title though because I need to get my numbers way up before I get there, but I'm gonna get there title of Iceland is going to sign me and um, yeah.	27	26,27	deletion
show_2tgc74udMU420iVPvl597O-0fORVMXyI1aCUobzMKm5Ll.wav	Feeling into the eyes and the temples and the entire facial structure.	Feeling into the eyes and getting a sense of the entire facial structure.	5,7	5,8	substitution
show_2csQINhTs2YQOWmpmy5gmJ-3J4UWcEHj2lQvk4lRog4LZ.wav	It had proven to be an exciting challenge the last time he subdued a couple and Israel's expecting his second victim to be by soon.	It had proven to be an exciting challenge the last time he subdued a couple and he couldn't wait for his victim to be by soon.	16,19	16,20	substitution
show_2tYdWKnaDR4D2qgCHml2Ax-1ntgzgJweV4WPav6lZUeK9.wav	Have three rounds of attack before you switch on the defense and then you're going to have three rounds of Defense before you switch on to attack.	Have three rounds of attack before you switch on the defense and then you're going to have three rounds of Defense after which you repeat again on to attack.	21,23	21,25	substitution
show_2TuwSyFIHWD1UxyBCMLnWT-4N24WWvGmHzFS0BoqfGNRE.wav	break out of their shell a little bit and you see oh gosh, they're really way more Hardy than I thought or funny than I thought or whatever because it's the moment they've drench themselves like the other day.	break out of their shell a little bit and you see oh gosh, they're really way more Hardy than I thought or funny than I thought or whatever because it's the moment they recovered from harsh cold weather of the other day.	32,35	32,38	substitution
show_1CzCdrVrUH7JwgyZnVGYLh-6Q5gndks7qNDYlyWQNThsb.wav	Hey guys, Tim Jennings here with soul heart with another episode of search engine optimization tips and tricks trying to get your site found on Google and other search engines like that.	Hey guys, Tim Robinson hosting the show today with another episode of search engine optimization tips and tricks trying to get your site found on Google and other search engines like that.	3,7	3,7	substitution
show_1CUdmqDR1A47vPMjsiK6m2-0vStekPNMu57qySDbgL4Bz.wav	And I think that's uh it's it's a fascinating uh Dynamic but uh I wanna thank you.	And I think that's absolutely a super fresh, new, and exciting Dynamic but uh I wanna thank you.	4,9	4,10	substitution
show_1tUHam5eF5aw1ANOoTTNHY-00rYk6fUFND3sgPVnFfOx5.wav	You know your body first and foremost because that is so important.	You know your friends and family first and foremost because that is so important.	3	3,5	substitution
show_1Tazwk3AUA0uz6jQk0X2qx-6AnUhuFsREJdKTZ5YtJN67.wav	I actually got I took the BET and I bet on the Cavs winning.	I actually got I took the BET and I bet on the Patriots with Tom Brady winning.	12	12,15	substitution
show_1c7paeaWBSC8lM2WmoE7oI-7ngmygKXeMj6llnxB9E5W5.wav	We also have to be able to observe ourselves and how we behave, why do we refuse to rest?	We also have to be able to observe ourselves and contemplate our decisions, such as why do we refuse to rest?	10,12	10,14	substitution
show_1tPIbAQXvAfaZ9w2aUDVn5-2Otc04LmTGhUMuBF8U36Bt.wav	teachers in elementary school and middle school are not that different.	teachers in elementary school and in most universities are not that different.	5,6	5,7	substitution
show_1CnVxnXxFzJyqAVe0gxVao-2MZDt0KXGXSM6ciptUHsJI.wav	maybe take like two shots a day of like that drink and I'm sorry sure when I saw my doctor that Monday she did an ultrasound.	maybe take like a day off or something because after the weekend when I saw my doctor that Monday she did an ultrasound.	3,14	3,11	substitution
show_1TH2TkfOKETXMhheVKhnSF-4OR6mYxdRwIdRfZAZyIg0d.wav	Interesting and I think this is a comment a much more common phenomenon nowadays is that she just found out that she has a fifth sibling?	Interesting and I think she just found out that she has a fifth sibling?	4,15	3,4	deletion
show_1CmHgwWKnKTU94RPoVJVhm-2FjSP20WACh8xlrfgo27lv.wav	Now maybe should we why don't we push this out to situation Nation?	Now maybe should we think about if we want to push this out to situation Nation?	4,6	4,9	substitution
show_1cY9S6222J0jGzYbHGQKPs-7ImJPzwLhq2ZjRrbYBMANb.wav	Okay, what's um, what's one genre people will be shocked to know that you read.	Okay, what's um, what's one genre people will be shocked to know you really like to read.	12,13	12,15	substitution
show_1T69Xe0EJ4n0gOO4RD9qv0-42elfJEncMhPZCtpdwUX2Q.wav	To buy that vodka or putting the money at the dock passive and there's one other thing that actually I'm not sure if you you guys are really aware.	To buy that vodka or any other alcohol you need to show proof of age and there's one other thing that actually I'm not sure if you you guys are really aware.	5,11	5,14	substitution
show_1t3ZatwPEux3wUnXMUE62z-2VItlcCcQodDtxIm1hEgLc.wav	I knew that if I didn't just start even if it wasn't perfect that I would never start.	I knew that if I didn't just get to work on it even if it wasn't perfect that I would never start.	7	7,11	substitution
show_1T6df6cejtcf12QJZN0yUu-5mvPGk6dS60f0LCPGjbR4D.wav	Just because someone isn't saying anything while you're talking doesn't mean they are processing a single word.	Just because someone is quiet while you're talking doesn't mean they are processing a single word.	3,5	3,4	substitution
show_1cKkutPWS7rRmyOtrSwouo-79txjRa3xuTvzkjLhRvBgR.wav	Is an infinitely constricting Paradox if I try and Define how much needs to be done before I can enjoy an emotional experience.	Is an infinitely constricting Paradox if I try and figure out everything I have to do before I can enjoy an emotional experience.	9,15	9,15	substitution
show_1C98g10rH9mj7aiTgRGEtH-416OTsevOhXjjB6asFyyK9.wav	And like I look back to our branding uh two years ago, like you can see what the website looked like back then horrendous.	And like I look back to our branding back when we were first starting out as a company, like you can see what the website looked like back then horrendous.	8,11	8,17	substitution
show_1CMwbrEPRtk46eseEmxFOd-6FlNy7MMX7L4J5KCyVYWYM.wav	If you screenshot somebody though, like if they send a picture and you take a screenshot, I think that person knows that you have screenshotted them.	If you screenshot somebody though, like if they send a picture and you take a screenshot, I think there's a little notification in the app telling them that you have screenshotted them.	18,20	18,26	substitution
show_1TTQPQzpjtXPKadzUx5vo6-1nVtCzKPNliNLJ91Ck5TSq.wav	So my last question for you guys talk to me about your most memorable moment or the aha moment or the that feeling of just it was so wonderful to be part of this club.	So my last question for you guys talk to me about that feeling of just it was so wonderful to be part of this club.	11,20	10,11	deletion
show_1c4MlC6ClLyP8osRCtdTUs-2GXhBpBNH9GrdHorlNBcPo.wav	Personal trainers pretty much pretty much a teacher is just a teacher teaching you in assisting Youth of the goals that you want.	Personal trainers pretty much are just coaches I mean really they're like pretty much a teacher is just a teacher teaching you in assisting Youth of the goals that you want.	3,4	4,11	insertion
show_1coo0trh2Do1KR6ev6Fczv-3Zr9rSN8B9pjuNMjZVcYVM.wav	So that's why there's a definite divided in people's opinion on this and that's why it's been such a highly talked about issue.	So that's why there's a definite divided in people's opinion on this which is likely also why it's been such a highly talked about issue.	12,13	12,15	substitution
show_1cVKtsokch166IPm3tRg0U-4XdMT9MFto7G1IWnaH7fZV.wav	Prohibits that so by getting rid of homework.	Prohibits that so we're getting rid of homework.	3	3	substitution
show_1CLAwGQAgTZIzV0TBj254v-51nbmcVD8allN0g5hLbhN7.wav	Went Caspian and said Lord King slay me speedily as a great traitor for buy my silence.	Went Caspian and said if you'll see me slain I ask only that it be done speedily as a great traitor for buy my silence.	4,7	4,15	substitution
show_1TsDtgHbctWFu1B856QLI0-6LykTfQQJFPhKfoVzNdtgA.wav	Environment has changed and yes, it is easy to say our environment is out to get us and it might not be your fault.	Environment has changed and yes, it is easy to say our environment is dying right now and it might not be your fault.	13,16	13,15	substitution
show_1cOsDxbQjLADedwZaG7Bm1-6mLz726LYCcgN69RWWlrOJ.wav	Fast cars, that had the nice clothes, that had the money, they was criminals.	Fast cars, that had the nice clothes, that had expensive gold watches, that had the money, they was criminals.	8,9	9,13	insertion
show_1ttEqOUCJnc7JAGNCWaAqq-471ymSOOetlSAecJK9Bfhr.wav	Kind of a great time he kind of gets to pair with uh Quinn Priester and those to kind of get to come up through the minor leagues together.	Kind of a great time he gets to team up with Quinn Priester and those to kind of get to come up through the minor leagues together.	6,12	6,10	substitution
show_1CB8GHgtZAnsn6ihBUOWKo-1DyrYzUYIq5Zx4edeHge5Y.wav	back the Coca Cola, and then everyone be happy and buy it more, then they make more money.	back the Coca Cola, and then everyone buy it more, then they make more money.	7,9	6,7	deletion
show_1tzXR6tf3WGxV9nNWolDMN-5ZayFE8KG7W18jlM9t5d44.wav	And, just either let the balloon go she would count down uh and then we would all think of what we wanted to let go and then we would let the balloon go or blow out our candles and then it was gone.	And, just either let the balloon go she would count down uh and then we would celebrate this moment togather and then we would let the balloon go or blow out our candles and then it was gone.	16,24	16,19	substitution
show_1tAewNZS0q8QPQpIIEUQQ0-3juUg3wFn3w7OFFo0sGe6R.wav	When they killed them they turned back into the packed humans that were there.	When they killed them they turned back into the terrified ponies that were there.	9,10	9,10	substitution
show_1T15rqmPErKONqSx9rzr9H-726cSurFjtPFS9fiEAMT6b.wav	Use those email templates verbatim verbatim, but make sure y'all very careful with them because there's merge codes that they have preselected that might not be.	Use those email templates verbatim, but make sure y'all very careful with them because there's merge codes that they have preselected that might not be.	4	3,4	deletion
show_1cdpRq4rWNv1xYw3yab7b7-1BDuArBpFR2bZmv4cNafcl.wav	So I'm pretty sure I wanted to be a teacher so I could just tell everyone what to do.|So I'm pretty convinced that I wanted to be a teacher so I could just tell everyone what to do.	So I'm pretty convinced that I wanted to be a teacher so I could just tell everyone what to do.|So I'm pretty convinced that I wanted to be a teacher so that I can tell everyone what to do.	3|11,13	3,4|12,14	substitution|substitution
show_2C0AgUOt4eCULjFjb3mynN-6Uv8Y4yw6o4V2zCKZrzrPg.wav	See why it's extremely valuable to it's kind of like it's kind of like having a wall hack to watch a demo.|See why it's extremely important right? it's kind of like it's kind of like having a wall hack to watch a demo.	See why it's extremely important right? it's kind of like it's kind of like having a wall hack to watch a demo.|See why it's extremely important right? it's kind of like having a rough time to watch a demo.	4,5|10,17	4,5|10,13	substitution|substitution
show_2czpNd58pfuIxOCvO2czHu-2U9S7MpxvVUR6sPTdFRUWR.wav	So um yea that's it for this episode of the podcast what I will let say just eh that just as we come to the end of the podcast.|So um yea that's pretty much all for this episode of the podcast what I will let say just eh that just as we come to the end of the podcast.	So um yea that's pretty much all for this episode of the podcast what I will let say just eh that just as we come to the end of the podcast.|So um yea that's pretty much all for this episode of the podcast as we come to the end of the podcast.	4|11,19	4,6|12,13	substitution|deletion
show_2c04iZbAAIYmZrTIRgggNc-4zacmnwJi3osMV5beOYGLu.wav	Then at the same time in my mind mentally I kept screaming and yelling and mentally I'm thinking to myself I'm screaming and yelling at the top of my lungs.|Then at the same time I feel like I'm trapped mentally and I'm thinking to myself I'm screaming and yelling at the top of my lungs.	Then at the same time I feel like I'm trapped mentally and I'm thinking to myself I'm screaming and yelling at the top of my lungs.|Then at the same time I feel like I'm trapped mentally and I'm thinking to myself I'm screaming at the top of my lungs.	5,15|22,23	5,11|17,18	substitution|deletion
show_2co4uJEBlUoi9JanlRz6ls-1QGXaI6j7lYMr3jofmM7Vy.wav	If you ever wondered how I make my podcast guys, well I use anchor anchor is free.|If you ever thought about how I make my podcast guys, well I use anchor anchor is free.	If you ever thought about how I make my podcast guys, well I use anchor anchor is free.|If you ever thought about how I make my podcast guys, well the key is a tool called anchor anchor is free.	3|11,12	3,4|12,17	substitution|substitution
show_1TMFh5H29pHWPD6KizMrlq-0nCgrfdU9zWUl6XJUnbsUX.wav	served an incredibly big purpose doing that that being said all of that was me trying to instill those things into my life.|served an incredibly long time doing that that being said all of that was me trying to instill those things into my life.	served an incredibly long time doing that that being said all of that was me trying to instill those things into my life.|served an incredibly long time doing that that being said all of that was me trying to instill things into my life.	3,4|18	3,4|17,18	substitution|deletion
show_28ZmEMgyEUzHCmoW9DdwK3-12YTpVg7Ko2mRc4Si6OtDu.wav	Be a good stress as well something that you know, you could be controlling something that won't you know, take a mental toll on you.|Be a good stress as well you know, you could be controlling something that won't you know, take a mental toll on you.	Be a good stress as well you know, you could be controlling something that won't you know, take a mental toll on you.|Be a good stress as well you know, you could be controlling something that will not take a mental toll on you.	6,7|16,18	5,6|14,15	deletion|substitution
show_2toX0f3dPmI8gmUSOKZicx-1fJ8FUGSZLyb5fpbd3QDSi.wav	This year has been like my entire Journey so far in the music business and I'm just looking forward to what's to come.|This year has been the best part of my Journey so far in the music business and I'm just looking forward to what's to come.	This year has been the best part of my Journey so far in the music business and I'm just looking forward to what's to come.|This year has been the best part of my Journey so far in the acting business and I'm just looking forward to what's to come.	4,6|12	4,8|14	substitution|substitution
show_2txZW3TWakg6Pr41kcbiA6-2MlY5WOs8ScY5zTfGRJHDc.wav	And but with this job it was like I was staring at a computer like for 10 hours 8 hours and then maybe doing therapy like for nine hours a week.|And but with this job I had to just be like reading or typing away on a computer like for 10 hours 8 hours and then maybe doing therapy like for nine hours a week.	And but with this job I had to just be like reading or typing away on a computer like for 10 hours 8 hours and then maybe doing therapy like for nine hours a week.|And but with this job I had to just be like reading or typing away on a computer like for 10 hours 8 hours and then maybe doing digital art for nine hours a week.	5,11|24,25	5,15|28,29	substitution|substitution
show_2CN1XNYxo4NFClfUajCtSM-75tS2ZoJCscJetPxi0aukT.wav	So, you know like there was a there was an example where I bought two or three pair and literally just gave them to Goodwill as I was moving because the I never wore them they still had tags on them.|So, you know like there was an example where I bought two or three pair and literally just gave them to Goodwill as I was moving because the I never wore them they still had tags on them.	So, you know like there was an example where I bought two or three pair and literally just gave them to Goodwill as I was moving because the I never wore them they still had tags on them.|So, you know like there was an example where I bought two or three pair and then just gave them to Goodwill as I was moving because the I never wore them they still had tags on them.	6,8|19	5,6|16	deletion|substitution
show_2Cp52s1B4vepSJi2F8gmU9-36PtNWkMxWZtxbqBJ4mUXD.wav	And I want to mention that there were a couple of teachers who really helped me during that time.|And I want to mention that there were a couple of great teachers who really helped me during that time.	And I want to mention that there were a couple of great teachers who really helped me during that time.|And I want to mention that there were a couple of great teachers who noticed and reached out when I was struggling and helped me during that time.	10,11|13	11|14,22	insertion|substitution
show_2T23esVRXBfFb5vigvG7A5-6JivmdWNP3UnZiIOplv953.wav	It's hard to say how I get things off the ground because I just get going like I don't know how to explain it.|It's hard to say how I get the system running so quickly because I just get going like I don't know how to explain it.	It's hard to say how I get the system running so quickly because I just get going like I don't know how to explain it.|It's hard to say how I get the system running so quickly because I just get going I don't know how to explain it.	7,10|16	7,11|16,17	substitution|deletion
show_2T3Pjyw6MJEwPE9uixrYak-7M5817WSsGaldlQfZptcyf.wav	I know now how extremely lucky that truly is what a blessing Not only was I going to be a mom but besides nausea all my other symptoms went away.|I know now how incredibly lucky I really was, what a blessing Not only was I going to be a mom but besides nausea all my other symptoms went away.	I know now how incredibly lucky I really was, what a blessing Not only was I going to be a mom but besides nausea all my other symptoms went away.|I know now how incredibly lucky I really was, what a blessing Not only was I going to be a mom but except for nausea all my other symptoms went away.	4,8|22	4,8|22,23	substitution|substitution
show_1C5B3zuyd67j7v9XRKNb2L-4Az7OglwsgYR94ikvOZdCf.wav	Past something and I have so many things that I have planned for this podcast, but first before we get into any of that I'm going to introduce myself.|Past something and I have so many things that I have planned to talk about today, but first before we get into any of that I'm going to introduce myself.	Past something and I have so many things that I have planned to talk about today, but first before we get into any of that I'm going to introduce myself.|Past something and I have so many things that I have planned to talk about today, but first before we get into any of that I would like to introduce myself.	12,14|24,25	12,15|25,27	substitution|substitution
show_1c8f0MS5LcfbSvwexFC9mn-1MY1u1xOyiFAWXGRqyPJj7.wav	You know with hesitation everything is counted to the T and says if every drink is measured, how are you going to give a regular an honest poor?|You know with hesitation everything is counted to the T and says if you're calculating the nutritional information, how are you going to give a regular an honest poor?	You know with hesitation everything is counted to the T and says if you're calculating the nutritional information, how are you going to give a regular an honest poor?|You know with hesitation everything is counted to the T and says if you're calculating the nutritional information, how are you going to provide the same service to an honest poor?	13,16|22,24	13,17|23,27	substitution|substitution
